institution,urls,articletype,retractiondate,retractiondoi,originalpaperdate,originalpaperdoi,retractionnature,reason,notes,rorids,rornames,rorcountries,rorregions,container,publisher,prefix,funder
"['Research Center for Biochemistry and Nutrition in Metabolic Diseases, Kashan University of Medical Sciences, Kashan, Iran'
 'Department of Obstetrics and Gynecology , School of Medicine, Isfahan University of Medical Sciences, Isfahan, Iran']",['http://retractionwatch.com/2020/11/10/journals-flag-concerns-in-three-dozen-papers-by-nutrition-researchers/'],['Clinical Study'],5/9/2021 0:00,10.1080/14767058.2021.1926623,9/12/2017 0:00,10.1080/14767058.2017.1372413,Expression of concern,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Investigation by Journal/Publisher'
 '+Original Data and/or Images not Provided and/or not Available']",None,['https://ror.org/03dc0dy65'],[None],['Iran'],['Isfahan'],<NA>,<NA>,<NA>,<NA>
"['Department of Anesthesiology, Baystate Medical Center, Tufts University School of Medicine, Springfield, Massachusetts 01199, USA']",['http://retractionwatch.com/?s=scott+reuben'],['Research Article'],4/1/2009 0:00,10.1213/01.ane.0000346785.39457.f4,5/1/1996 0:00,10.1097/00000539-199605000-00027,Retraction,"['+Falsification/Fabrication of Data'
 '+Investigation by Company/Institution'
 '+Misconduct - Official Investigation(s) and/or Finding(s)'
 '+Misconduct by Author']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Anesthesiology and Intensive Care Medicine, Oita University Faculty of Medicine, Yufu City, Oita, Japan']",['http://retractionwatch.com/2016/04/29/japan-team-earns-another-retraction-for-misconduct-following-investigation/'],['Research Article'],1/1/2016 0:00,10.1016/j.jss.2015.10.023,7/29/2010 0:00,10.1016/j.jss.2010.07.029,Retraction,"['+Falsification/Fabrication of Data'
 '+Falsification/Fabrication of Image'
 '+Investigation by Journal/Publisher' '+Misconduct by Author']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Life Robinson Private Hospital, Hospital Road, P.O. Box 37, Randfontein 1760, South Africa'
 'Faculty of Electrical Engineering, University of Belgrade, Bulevar Kralja Aleksandra 73, 11000 Belgrade, Serbia'
 'Faculty of Electronic Engineering, University of Nis, Aleksandra Medvedeva 14, 18000 Nis, Serbia']",[],['Research Article'],5/23/2018 0:00,10.1155/2018/9315054,5/23/2013 0:00,10.1155/2013/158792,Retraction,['+Conflict of Interest' '+Unreliable Results and/or Conclusions'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Histology and Embryology, Faculty of Medicine, Ondokuz Mayıs University, Samsun, Turkey'
 'Department of Histology and Embryology, Faculty of Medicine, Istanbul Okan University, Istanbul, Turkey'
 'Department of Basic Medical Sciences, Faculty of Dentistry, Nevs¸ehir Hacı Bektas¸ Veli University, Nevs¸ehir, Turkey']",[],['Research Article'],5/16/2024 0:00,10.1016/j.jchemneu.2023.102305,7/23/2023 0:00,10.1016/j.jchemneu.2023.102305,Retraction,"['+Concerns/Issues About Image' '+Date of Article and/or Notice Unknown'
 '+Duplication of/in Image' '+Euphemisms for Duplication'
 '+Investigation by Journal/Publisher' '+Investigation by Third Party']","date of retraction unknown, html page overwrite, date estimated from notifications;",[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Physiology and Pharmacology and Health Aging Research Center, College of Medicine, Chang Gung University, Kwei-San, Tao-Yuan, Taiwan'
 'Department of Anesthetics, Chang Gung Memorial Hospital at Lin-Kou and College of Medicine, Chang Gung University, Kwei-San, Tao-Yuan, Taiwan']",[],['Research Article'],5/19/2022 0:00,10.1371/journal.pone.0268877,1/11/2013 0:00,10.1371/journal.pone.0054125,Retraction,['+Duplication of/in Image' '+Error in Image'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Economics, Lanzhou University, Lanzhou, China'
 'Lanzhou Branch of China Minsheng Bank, Lanzhou, China'
 'School of law, Shanghai University of Finance and Economics, Shanghai, China'
 'Business School, Finance Department, University of Edinburgh, Edinburgh, United Kingdom']",['https://retractionwatch.com/2023/09/08/frontiers-retracts-nearly-40-papers-linked-to-authorship-for-sale/'],['Research Article'],9/4/2023 0:00,10.3389/fenvs.2023.1285261,1/4/2023 0:00,10.3389/fenvs.2022.1066221,Retraction,"['+Concerns/Issues About Authorship/Affiliation'
 '+Investigation by Journal/Publisher' '+Paper Mill']",see also: https://blog.frontiersin.org/2023/09/04/frontiers-implements-new-policy-to-counter-authorship-for-sale/,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Faculty of Health Sciences, University of Macau, Macao, China'
 'School of Health Sciences, Macao Polytechnic Institute, Macao, China'
 'The University of Notre Dame Australia/Marian Centre, Perth, Australia'
 'School of Psychiatry and Clinical Neurosciences, University of Western Australia, Perth, Australia']",['http://retractionwatch.com/2016/07/25/is-china-using-organs-from-executed-prisoners-researchers-debate-issue-in-the-literature/'],['Research Article'],3/1/2016 0:00,10.1136/medethics-2015-102739corr1,4/28/2015 0:00,10.1136/medethics-2015-102739,Correction,"['+Concerns/Issues About Data' '+Error in Text'
 '+Objections by Third Party']",None,['https://ror.org/01r4q9n85'],[None],['Macao'],['Macau'],<NA>,<NA>,<NA>,<NA>
"['Department of Neurosurgery, China-Japan Union Hospital of Jilin University, No. 126, Xiantai Street, Changchun 130033, China'
 'Surgery Institute, China-Japan Union Hospital of Jilin University, No. 126, Xiantai Street, Changchun 130033, China'
 'Department of Pathology, China-Japan Union Hospital of Jilin University, No. 126, Xiantai Street, Changchun 130033, China'
 'Clinical Laboratory The Affiliated Hospital of Changchun University of Traditional Chinese Medicine, No. 1478, Gongnong Road, Changchun 130021, China']",[],['Research Article'],5/15/2021 0:00,unavailable,2/15/2019 0:00,unavailable,Retraction,['+Unreliable Results and/or Conclusions'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, 100081, Beijing, PR China']",[],['Research Article'],10/30/2011 0:00,10.1016/j.jhazmat.2011.05.007,11/15/2010 0:00,10.1016/j.jhazmat.2010.07.027,Retraction,['+Lack of Approval from Author' '+Miscommunication with/by Author'],None,['https://ror.org/01skt4w74'],[None],['China'],['Beijing'],<NA>,<NA>,<NA>,<NA>
"['Mental Health Education Center, North China University of Water Resources and Electric Power, Zhengzhou 450045, Henan, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],9/27/2023 0:00,10.1155/2023/9864872,9/1/2022 0:00,10.1155/2022/9039630,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review'
 '+Informed/Patient Consent - None/Withdrawn'
 '+Investigation by Journal/Publisher' '+Investigation by Third Party'
 '+Lack of IRB/IACUC Approval and/or Compliance' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Departments of Pediatrics, Molecular Biology and Genetics, and Biological Chemistry, The Johns Hopkins University School of Medicine, Baltimore, MD 21205']",[],['Research Article'],1/11/2005 0:00,10.1073/pnas.0407487101,3/16/1999 0:00,10.1073/pnas.96.6.2937,Retraction,['+Duplication of/in Image' '+Error in Image'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Internal Medicine-Oncology Aﬃliated Qingdao Central Hospital, Qingdao University, 127 Siliu South Road,Qingdao 266042, China'
 'Department of Internal Medicine-Oncology Qingdao Tumor Hospital, 127 Siliu South Road, Qingdao 266042, China'
 'Department of Pathology Qingdao Municipal Hospital, Donghai Middle Road, Qingdao 266071, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Review Article'],1/9/2024 0:00,10.1155/2024/9792515,1/7/2021 0:00,10.1155/2021/8853269,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Cyber Science and Engineering, Sichuan University, Chengdu, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],12/29/2023 0:00,10.1155/2023/9813568,8/10/2021 0:00,10.1155/2021/9954520,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Unreliable Results and/or Conclusions']",None,['https://ror.org/053fzma23'],[None],['China'],['Sichuan'],<NA>,<NA>,<NA>,<NA>
"['Department of Information Technology, State Polytechnic of Jember, Indonesia'
 'Department of Agricultural Production, State Polytechnic of Jember, Indonesia'
 'Department of Agribusiness Management, State Polytechnic of Jember, Indonesia']",[],['Conference Abstract/Paper'],1/9/2023 0:00,10.1088/1755-1315/980/1/012070,11/6/2021 0:00,10.1088/1755-1315/980/1/012063,Retraction,"['+Investigation by Journal/Publisher'
 '+Computer-Aided Content or Computer-Generated Content']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Animal Science, Aarhus University Campus at Foulum, DK-8830 Tjele, Denmark'
 'Livestock, SEGES Innovation, DK-8200 Aarhus N, Denmark']",[],['Research Article'],1/19/2024 0:00,10.1093/jas/skad420,2/25/2022 0:00,10.1093/jas/skac054,Expression of concern,"['+Concerns/Issues about Results and/or Conclusions' '+Error in Analyses'
 '+Updated to Retraction']",see https://academic.oup.com/jas/article/doi/10.1093/jas/skae092/7657848,[],[],[],[],<NA>,<NA>,<NA>,<NA>
['Waseda University'],[],['Review Article'],4/24/2018 0:00,10.1093/irap/lcy007,1/1/2018 0:00,10.1093/irap/lcx017,Retraction,['+Duplication of Content through Error by Journal/Publisher'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Multnomah University, OR']",[],['Book Chapter/Reference Work'],8/5/2020 0:00,10.1163/9789004322868_retr,8/17/2016 0:00,10.1163/9789004322868_012,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions']",see also: https://motbv5-cdn.s3.amazonaws.com/docs/motb-dss-report-final-web.pdf,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['College of Information Science and Engineering, Wuhan University of Science and Technology, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],11/4/2010 0:00,10.1109/ICCASM.2010.5619431,10/22/2010 0:00,10.1109/ICCASM.2010.5619431,Retraction,"['+Breach of Policy by Author' '+Investigation by Journal/Publisher'
 '+Notice - Limited or No Information']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Tumor Immunity and Tolerance Section, Laboratory of Molecular Immunoregulation and Laboratory of Experimental Immunology, Cancer and Inflammation Program, National Cancer Institute-Frederick (NCI-Frederick), Frederick, Maryland, USA'
 'SAIC-Frederick Inc., Frederick, Maryland, USA. 4Breast and Prostate Cancer Unit, Laboratory of Human Carcinogenesis, NCI, Frederick, Maryland, USA'
 'Department of Immunology, Juntendo University School of Medicine, Tokyo, Japan']",['http://retractionwatch.com/2015/05/11/nih-cancer-paper-retracted-for-faked-data/'],['Research Article'],5/1/2015 0:00,10.1172/JCI81878,3/23/2011 0:00,10.1172/JCI44325,Retraction,"['+Falsification/Fabrication of Data'
 '+Investigation by Company/Institution'
 '+Misconduct - Official Investigation(s) and/or Finding(s)']",Stephanie Watkins responsible; JME 06/27/2017,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['University of South Florida' 'Texas A&M University'
 'University of Connecticut']","['http://retractionwatch.com/the-retraction-watch-leaderboard/'
 'http://retractionwatch.com/?s=james+hunton']",['Research Article'],8/1/2015 0:00,10.2308/ajpt-10448,3/1/2000 0:00,10.2308/aud.2000.19.s-1.5,Retraction,"['+Falsification/Fabrication of Data'
 '+Investigation by Company/Institution'
 '+Misconduct - Official Investigation(s) and/or Finding(s)'
 '+Misconduct by Author']",James Hunton named as responsible for misconduct,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Pharmaceutics, Faculty of Pharmacy, King Abdulaziz University, Jeddah 21589, Saudi Arabia'
 'Advanced Drug Delivery Research Group, Faculty of Pharmacy, King Abdulaziz University, Jeddah 21589, Saudi Arabia'
 'Department of Pharmaceutics and Industrial Pharmacy, Faculty of Pharmacy, Cairo University, Cairo 11562, Egypt'
 'Department of Clinical Biochemistry, Faculty of Medicine, King Abdulaziz University, Jeddah 21589, Saudi Arabia'
 'Department of Medical Microbiology and Parasitology, Faculty of Medicine, King Abdulaziz University, Jeddah 21589, Saudi Arabia'
 'Department of Pharmaceutical Chemistry, Faculty of Pharmacy, King Abdulaziz University, Jeddah 21589, Saudi Arabia'
 'Oasi Research Institute—IRCCS, Via Conte Ruggero, 73, 94018 Troina (EN), Italy'
 'Department of Drug Sciences, University of Catania, 95125 Catania, Italy'
 'Ibn Sina National College for Medical Studies, Clinical Pharmacy Department, Jeddah 22421, Saudi Arabia'
 '1Ibn Sina National College for Medical Studies, Jeddah 22421, Saudi Arabia'
 'Center of Excellence for Drug Research and Pharmaceutical Industries, King Abdulaziz University, Jeddah 21589, Saudi Arabia']",['https://retractionwatch.com/2024/02/27/saudi-university-dean-has-20-retractions-in-two-years/'],['Research Article'],1/12/2024 0:00,10.3390/nano14020174,6/29/2020 0:00,10.3390/nano10071270,Retraction,"['+Concerns/Issues About Image' '+Duplication of/in Image'
 '+Investigation by Journal/Publisher' '+Objections by Author(s)'
 '+Unreliable Data' '+Unreliable Results and/or Conclusions']",None,"['https://ror.org/03q21mh05' 'https://ror.org/02ma4wv74'
 'https://ror.org/0332xca13']",[None],['Saudi Arabia' 'Egypt'],['Giza' 'Mecca Region'],<NA>,<NA>,<NA>,<NA>
"['School of Statistics and Applied Mathematics, Anhui University of Finance and Economics, Bengbu, China'
 'School of International Trade and Economics, Shandong University of Finance and Economics, 250014, Jinan, Shandong, China'
 'Faculty of Management Sciences, department of Commerce, University of Sialkot, Punjab, Pakistan'
 'Resource Economics and Environmental Sociology (REES), University of Alberta, Edmonton, Canada'
 'Alma Mater Department of Economics, University of Dhaka, Dhaka, Bangladesh'
 'Department of Economics, Suleyman Demirel University, Isparta, Turkey'
 'Department of Business Administration, College of Science and Humanities in Slayel, Prince Sattam Bin Abdulaziz University, Saudi Arabia'
 'ESC de Tunis, Manouba University, Manouba, Tunisia']",[],['Research Article'],5/11/2023 0:00,10.1177/0193841X231176632,4/4/2022 0:00,10.1177/0193841X221085355,Expression of concern,"['+Concerns/Issues About Authorship/Affiliation'
 '+Lack of Approval from Company/Institution']",None,['https://ror.org/0262vjy29' 'https://ror.org/02e2nnq08'],[None],['Pakistan' 'China'],['Shandong' 'Punjab'],<NA>,<NA>,<NA>,<NA>
"['Science & Technology Research Institute, Chengdu University of Information Technology, Chengdu Sichuan'
 'Institute of Electrical Engineering, Chengdu University of Information Technology, Chengdu Sichuan']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],10/25/2010 0:00,10.1109/CMCE.2010.5609837,8/24/2010 0:00,10.1109/CMCE.2010.5609837,Retraction,"['+Investigation by Journal/Publisher'
 '+Notice - Limited or No Information']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Bone and Joint Surgery, Jining No.1 People’s Hospital, Jining, 272011, Shandong, China'
 'Department of Rheumatology and Immunology, Jining No.1 People’s Hospital, Jining 272011, Shandong, China']",[],['Research Article'],7/11/2022 0:00,10.1016/j.biopha.2022.113353,8/24/2018 0:00,10.1016/j.biopha.2018.04.085,Retraction,"['+Concerns/Issues About Data' '+Concerns/Issues About Image'
 '+Duplication of/in Image'
 '+Original Data and/or Images not Provided and/or not Available'
 '+Paper Mill']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
